common_voice_uk_24035723.wav	де є ждан                                                                                                       
common_voice_uk_24035724.wav	який то є юрів меч                                                                                              
common_voice_uk_24035746.wav	ждан виступив на видноту й сказав пильно дивлячись у змарніле князеве обличчя                                   
common_voice_uk_24035779.wav	скілько є воїв моїх                                                                                             
common_voice_uk_24035780.wav	місяця травного                                                                                                 
common_voice_uk_24035782.wav	пощ пощо бо не виджу о праву руч себе гатила ось пощо                                                           
common_voice_uk_24035783.wav	стережу                                                                                                         
common_voice_uk_24035794.wav	іди йди підохотив його борислав має юну жону князівну хай іде йди                                               
common_voice_uk_24035795.wav	князя джурджа вихопилося в борислава й він почервонів                                                           
common_voice_uk_24035797.wav	не мов такего сестро                                                                                            
common_voice_uk_24035810.wav	такої такої загули хлопці й дівчата                                                                             
common_voice_uk_24035814.wav	богдан відповів через тлумача костана                                                                           
common_voice_uk_24035825.wav	слава богданові гатилові                                                                                        
common_voice_uk_24035826.wav	що ректи йому                                                                                                   
common_voice_uk_24035840.wav	великий князь київський гатило пускає до себе на луги то людність і суне                                        
common_voice_uk_24035841.wav	той                                                                                                             
common_voice_uk_24035842.wav	сікур стенув плечима                                                                                            
common_voice_uk_24035866.wav	пощо є так не звернувши увагу на ту шпильку повторив годой                                                      
common_voice_uk_24035867.wav	сестра твоя ображено закопилила губу королева                                                                   
common_voice_uk_24035884.wav	втікаєш княже недружелюбно буркнув він                                                                          
common_voice_uk_24035889.wav	хлопець несвідомо взяв гривню й ніяк не міг одвести віч од діви                                                 
common_voice_uk_24035893.wav	й утретє речи                                                                                                   
common_voice_uk_24035896.wav	що ради заперечив стоян ворожити або ж по зілля якесь приїхав                                                   
common_voice_uk_24047561.wav	городище було занедбане його часто палили степовики князь володар мусив подбати про се                          
common_voice_uk_24047589.wav	то хто йому вкаже брід саме через армансон ти                                                                   
common_voice_uk_24047591.wav	жона заглянула в темну яму підтримувана попід руки й мовила                                                     
common_voice_uk_24047594.wav	що буде взавтра як утішусь                                                                                      
common_voice_uk_24047595.wav	людота засміявся                                                                                                
common_voice_uk_24205508.wav	вельміж кивнув                                                                                                  
common_voice_uk_24205511.wav	і я-м тебе виділа звідкуду єси                                                                                  
common_voice_uk_24205513.wav	я відаю про що маєш хіть казати хрест                                                                           
common_voice_uk_24205515.wav	гнали аж до берліну поганців                                                                                    
common_voice_uk_24205516.wav	ввіруємо                                                                                                        
common_voice_uk_24205574.wav	та не вмре україни ні слава ні воля                                                                             
common_voice_uk_24205582.wav	учора зла рука татя пустила по мені стрілу                                                                      
common_voice_uk_24205583.wav	церковні владики поставилися з розумінням до бандитської нужди московського князя                               
common_voice_uk_24205586.wav	це звичайний міф катерининської комісії яка придумувала історію переважно росії                                 
common_voice_uk_24205587.wav	але це не головне                                                                                               
common_voice_uk_24205589.wav	старий конюший кивнув                                                                                           
common_voice_uk_24205591.wav	що                                                                                                              
common_voice_uk_24205605.wav	лучче проміняти шаблю на веретено аніж напасти вдвох на одного                                                  
common_voice_uk_24205608.wav	олешківські піски часто називають українською сахарою                                                           
common_voice_uk_24205609.wav	є каяття да вороття немає                                                                                       
common_voice_uk_24205618.wav	і волосся кружечком як ви се чините що в усіх однакове                                                          
common_voice_uk_23548283.wav	не подаватиму виписки з панегірика про куликовську битву                                                        
common_voice_uk_23548284.wav	заборону накладали всі гілки влади цар сенат дума і навіть священний синод                                      
common_voice_uk_23548313.wav	однак якщо ви говорите про чиюсь совість то про свою не варто забувати                                          
common_voice_uk_23548314.wav	татари могли спустошити її аж до новгорода                                                                      
common_voice_uk_23548341.wav	хоч які великі жертви боротьба конечна                                                                          
common_voice_uk_23548347.wav	отже князі ростовсько-суздальської землі а по-стародавньому государі племен                                     
common_voice_uk_23548385.wav	готовеньке і кішка з'їсть                                                                                       
common_voice_uk_23548866.wav	мудрець не придушує пристрасті а керує ними і стримує                                                           
common_voice_uk_23548883.wav	цього їхня свідомість не сприймає                                                                               
common_voice_uk_23548971.wav	ні риба ні м'ясо і в раки не годиться                                                                           
common_voice_uk_23549635.wav	усі землі між ними були вкриті дрімучими лісами й непрохідними болотами                                         
common_voice_uk_23549636.wav	права і свободи людини і громадянина закріплені цією конституцією не є вичерпними                               
common_voice_uk_23549658.wav	це великі давні народи які мають своє самобутнє коріння свою велич свою історію                                 
common_voice_uk_23549694.wav	його свідчення унікальні безцінні для нащадків                                                                  
common_voice_uk_23549696.wav	розмір винагороди судді конституційного суду україни встановлюється законом про конституційний суд україни      
common_voice_uk_23549716.wav	як корова язиком злизала                                                                                        
common_voice_uk_23549717.wav	миша не одну дірку має до хати                                                                                  
common_voice_uk_23549721.wav	мовляв це був один народ одне коріння і єдина історія                                                           
common_voice_uk_23549733.wav	пам'ятатимеш до нових віників                                                                                   
common_voice_uk_23549734.wav	однак через брак іншого звернімося до тих що до нас дійшли                                                      
common_voice_uk_23549737.wav	як не боятися життя                                                                                             
common_voice_uk_23549753.wav	тут бачимо зворотне                                                                                             
common_voice_uk_23549754.wav	і жоден розсудливий росіянин не обурюється з відвертої неправди                                                 
common_voice_uk_23549757.wav	брехня лилася рікою й здавалося що зрештою остаточно переможе                                                   
common_voice_uk_23549799.wav	не можна не помітити стосовно міст важливої за своїми наслідками однобічності                                   
common_voice_uk_23549802.wav	ледве люди починають жити а вже смерть над ними різноманітні сіті наставляє                                     
common_voice_uk_23549833.wav	усяка ненавість виходить від якоїсь любові                                                                      
common_voice_uk_23549834.wav	саме настільки і розум людський перевищує доблесть                                                              
common_voice_uk_23549836.wav	на городі бузина а в києві дядько                                                                               
common_voice_uk_23549845.wav	нехай росія благополучно зробить свій останній похід на південь                                                 
common_voice_uk_23549848.wav	каже кров з'єднаю каже любов пробачу каже віра веду                                                             
common_voice_uk_23549849.wav	ясна річ усій цій князівські браті рюриковичів не вистачали престолів                                           
common_voice_uk_23553038.wav	у цьому немає необхідності                                                                                      
common_voice_uk_23553090.wav	проговорилися                                                                                                   
common_voice_uk_23553094.wav	автор не дотримується історичної правди вона йому не потрібна                                                   
common_voice_uk_23553100.wav	негоже бо великоросові бути без государя                                                                        
common_voice_uk_23553104.wav	не загоїть серця фальш                                                                                          
common_voice_uk_23553120.wav	і заслугами більше її уміцняйте                                                                                 
common_voice_uk_23553144.wav	не подобає вам бути тільки іменем пастирями а в річі самій хижаками                                             
common_voice_uk_23553178.wav	одна ластівка не робить весни                                                                                   
common_voice_uk_23553197.wav	його слова ми цитували раніше                                                                                   
common_voice_uk_23553218.wav	добра жона вінець мужеві своєму і безжурність а зла жона люта печаль зубоження дому                             
common_voice_uk_23553245.wav	ярослав всеволодович княжив у переяславлі-руському рязані новгороді                                             
common_voice_uk_23553247.wav	тоді в хід пішли брехня вимисли звичайне злодійство                                                             
common_voice_uk_23553249.wav	вискочив як пилип з конопель                                                                                    
common_voice_uk_23553279.wav	цей звичай використав олександр невський                                                                        
common_voice_uk_23553365.wav	шановні читачі осмисліть історичні аналогії                                                                     
common_voice_uk_23553366.wav	без них сюди довго б іще не проникли й підприємливі миряни                                                      
common_voice_uk_23553369.wav	від сходу сонячного до темного вечора різалися на вулицях з остервенінням надзвичайним                          
common_voice_uk_23553445.wav	ось пане солженіцин над чим нині повинна голову ламати російська людина                                         
common_voice_uk_23553448.wav	послухаймо великого майстра цієї справи                                                                         
common_voice_uk_23553481.wav	прощаю всіх хто заподіяв мені злоне хочу носити в душі зла                                                      
common_voice_uk_23553484.wav	колесов є арбітром постійної палати третейського суду в гаазі куди лужков збирається скаржитися                 
common_voice_uk_23553505.wav	тощо                                                                                                            
common_voice_uk_23553506.wav	себто кількість грошей які давав його князівський престол                                                       
common_voice_uk_23553507.wav	усі сумніви щодо доведеності вини особи тлумачаться на її користь                                               
common_voice_uk_23553538.wav	ключевського де він сам себе спростовує                                                                         
common_voice_uk_23555400.wav	так одразу всі люди того фінського поселення стали християнами і великоросами                                   
common_voice_uk_23555418.wav	дай дурневі макогона то він і вікна поб'є                                                                       
common_voice_uk_23555419.wav	не раз хто забувається про завтра той має вічність                                                              
common_voice_uk_23555423.wav	прохання до патріарха були підкріплені значними дарами                                                          
common_voice_uk_23555426.wav	кожен має право на освіту                                                                                       
common_voice_uk_23555428.wav	свідченням нікчемних людей не слід надавати жодної ваги                                                         
common_voice_uk_23555430.wav	хани і рюриковичі були для корінного населення землі моксель а згодом московії зайдами                          
common_voice_uk_23555431.wav	автор цією пропозицією збирався закінчити дослідження завоювання казані московським князем іваном грозним       
common_voice_uk_23555433.wav	російські історики протягом тривалого часу мінімізовували доважок брехні про кількісний склад військ батия      
common_voice_uk_23555435.wav	випадкова причина не є правдивою причиною                                                                       
common_voice_uk_23555437.wav	не заквітне троянда без терня рвачкого                                                                          
common_voice_uk_23555439.wav	а ось найбільш анекдотичний випадок із російської історії                                                       
common_voice_uk_23555440.wav	російські історики встановили що він був отруєний монголо-татарами                                              
common_voice_uk_23555445.wav	законопроекти визначені президентом україни як невідкладні розглядаються верховною радою україни позачергово    
common_voice_uk_23555455.wav	не допускаються зловживання монопольним становищем на ринку неправомірне обмеження конкуренції та недобросовісна
common_voice_uk_23555458.wav	коли бути бажаєм собою коли серце позор відчува                                                                 
common_voice_uk_23568546.wav	зверхник повинен через свої повчання і поради увесь бути в кожному з йому довірених да                          
common_voice_uk_23568548.wav	тому повернімося до олександра                                                                                  
common_voice_uk_23568557.wav	була здобута з допомогою військ сартака                                                                         
common_voice_uk_23568575.wav	прогалені в знанні історії вам олександре ісайовичу не завадило б заповнити                                     
common_voice_uk_23568584.wav	а він знав що олександр невський ставши андою сартака поріднився з родом батия                                  
common_voice_uk_23664180.wav	стережися мести тільки й сказав отаман богданові й нахилив корогву вперед потягнімо брати                       
common_voice_uk_23664189.wav	на тій половині показав рукою в бік сіней кравчий                                                               
common_voice_uk_23664190.wav	бане тремким від хвилювання та втоми голосом сказав він старому завертай валку                                  
common_voice_uk_23664194.wav	і незабаром письменники великоросійської історії проспівають цьому московському государеві оду хвалебну         
common_voice_uk_23664197.wav	йому нічого не варто було будь-які вигадані слова приписати майбутньому святому                                 
common_voice_uk_23664203.wav	в греки глухим голосом проказав богдан і досі сторожко стежачи за кожним порухом годечана                       
common_voice_uk_23664205.wav	прийшлий знову зам'явсь і скосував на вишату вбраного ще грецьке корзно                                         
common_voice_uk_23664215.wav	береже для столу                                                                                                
common_voice_uk_23664216.wav	княгиня рада блимнула на нього й стенула плечима                                                                
common_voice_uk_23664228.wav	конюший махнув рукою в бік нежині                                                                               
common_voice_uk_23664251.wav	пограбувавши їх вирізавши десятки тисяч місцевих жителів московити пішли геть                                   
common_voice_uk_23664269.wav	московська владна еліта під словами слабке царювання завжди мала на увазі московське його трактування           
common_voice_uk_23664282.wav	хлопці похапалися за мечі але не спинились                                                                      
common_voice_uk_23664285.wav	боронися клич своїх косацьких кумирів на підмогу                                                                
common_voice_uk_23664313.wav	не відаю княже                                                                                                  
common_voice_uk_23664324.wav	ой травиченько та моріжечку ти гляди не вколи мені й ніжечку                                                    
common_voice_uk_23664341.wav	будь гостею в нашому вогнищі княжно                                                                             
common_voice_uk_23664342.wav	нарочитий морятин                                                                                               
common_voice_uk_23664343.wav	мати                                                                                                            
common_voice_uk_23664372.wav	а подібні діяння суворо засуджуються і богом і церквою                                                          
common_voice_uk_23664374.wav	за карамзіним і з ярмом на шиї можна бути государем очевидно володарем ханського двору                          
common_voice_uk_23664411.wav	мамо                                                                                                            
common_voice_uk_23664451.wav	на спині хрест навхрест червоніло кілька кривавих запечених посмуг                                              
common_voice_uk_23664500.wav	а хто такий був мамай він проводир одного з військових протиборчих угруповань в орді                            
common_voice_uk_23664551.wav	карамзіна але значно далі в тексті заховане серед інших сказань                                                 
common_voice_uk_23664552.wav	нам ще доведеться до нього повернутися є дуже вагома на те причина                                              
common_voice_uk_23664561.wav	роб єси княгині ради                                                                                            
common_voice_uk_23664563.wav	йому відповідати перед солдатами героями                                                                        
common_voice_uk_23664564.wav	місяця того самого в третій день                                                                                
common_voice_uk_23664581.wav	тоді комонники переставши бити в червлені щити голосно закричали                                                
common_voice_uk_23664613.wav	викладач не вважав за потрібне вивчити українську хоча все життя прожив на українській землі                    
common_voice_uk_23664644.wav	так слухай є така пісня                                                                                         
common_voice_uk_23664647.wav	російський народ має право й повинен знати свою сувору історичну правду                                         
common_voice_uk_23664648.wav	богдан смикнув повіддя се назвисько вразило його                                                                
common_voice_uk_23664661.wav	за законами сини олександра також важалися онуками хана бату як і сам менгутемур                                
common_voice_uk_23664662.wav	це далеко не бездоказові твердження                                                                             
common_voice_uk_23664675.wav	нарочитий зам'явся                                                                                              
common_voice_uk_23664731.wav	митрополит варлаам став першою жертвою нових стосунків                                                          
common_voice_uk_23664732.wav	іспанський народ ніколи не намагався обґрунтувати історичну належність йому ацтекської культури                 
common_voice_uk_23664733.wav	та втну собі дубову тесочку                                                                                     
common_voice_uk_23664755.wav	карамзіна фактів осуду російською церквою розбійних захоплень чужих земель і чужого майна                       
common_voice_uk_23664756.wav	тивун сього разу не збагнув що від нього вимагають і перепитав                                                  
common_voice_uk_23664757.wav	отже причина одна придбання багатства земель чергове поневолення народу                                         
common_voice_uk_23664782.wav	тож романови московські не мали навіть фальшивого історичного права успадковувати титул царя спадкоємця візантій
common_voice_uk_23664790.wav	хоча брехня й вигадки стражнива основа історичного писання російської історії                                   
common_voice_uk_23664791.wav	гречники не можуть ходити в ольбію по сіль                                                                      
common_voice_uk_23664792.wav	єпископи володимирський симеон і сарський ісмаїл ставши посередині гучного сонму не дозволили братам битися     
common_voice_uk_23664795.wav	придбав я в іркутську книжку для читання школярам молодших класів олександр невський                            
common_voice_uk_23664818.wav	гей ви чого сте повилуплювали очі нум же                                                                        
common_voice_uk_23664824.wav	чочого речу перелякано заволав малко й у нестямі хльоснув княжича впоперек спини гарапником                     
common_voice_uk_23664835.wav	лише про завоювання пам'ятаєте                                                                                  
common_voice_uk_23664836.wav	крім звичайного доважку брехні нічого виявити неможливо                                                         
common_voice_uk_23664837.wav	коли                                                                                                            
common_voice_uk_23664854.wav	косак не співав а наспівки проказував пісню якої хлоп'якам не доводилося чути                                   
