,path,original_transcript,noise_type,asr_transcript,translation,wer,cer,mer,wip
21,samples_with_noise_snr5/common_voice_uk_32327955_hallway.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,hallway,бойко дивується і ними вірно вони а вимозовсім він не був по доби,"They are surprised and they are right, and he was not out of the day.",0.9166666666666666,0.4,0.8461538461538461,0.02564102564102564
22,samples_with_noise_snr5/common_voice_uk_32327955_kitchen.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,kitchen,бо й та дивує вся і нині конем алемозовсім він не був по доби,because it is surprising all and now the horse is alemosovsim he was not up to the day,1.0,0.4307692307692308,0.8,0.05357142857142857
23,samples_with_noise_snr5/common_voice_uk_32327955_living.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,living,вода дивує самі вінком але морозом він не битабаба,water surprises itself with a wreath but with frost it is not bitababa,0.6666666666666666,0.5230769230769231,0.6666666666666666,0.14814814814814814
24,samples_with_noise_snr5/common_voice_uk_32327955_meeting.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,meeting,але тренуються ними вінком але зовсім він не досадобовені знали коза а,but they train with a wreath but he did not know the goat at all,0.8333333333333334,0.7538461538461538,0.7142857142857143,0.1111111111111111
25,samples_with_noise_snr5/common_voice_uk_32327955_metro.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,metro,весь та дивується і ними вірнком але мо зовсім він не був по доби,"all and wonder and they are faithful, but mo at all he was not for a day",0.8333333333333334,0.4461538461538462,0.7142857142857143,0.09523809523809523
26,samples_with_noise_snr5/common_voice_uk_32327955_office.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,office,бойко дивують ся і ними вірні тон але мо зовсім він не був подоби,Boyko surprised and they are true tone but mo at all he was not like,0.75,0.3230769230769231,0.6428571428571429,0.1488095238095238
27,samples_with_noise_snr5/common_voice_uk_32327955_park.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,park,але то дивуюся не у він вона але не досі він не було добре ліниві і діда,but then I wonder not at he she but not yet he was not well lazy and grandfather,1.1666666666666667,0.6923076923076923,0.8235294117647058,0.04411764705882353
28,samples_with_noise_snr5/common_voice_uk_32327955_resto.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,resto,ось добивається невірна але не досі він не по аби,"He's wrong, but he's not wrong.",0.75,0.5076923076923077,0.75,0.075
29,samples_with_noise_snr5/common_voice_uk_32327955_river.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,river,бойко дивується й ними вірні том але мо зовсім він не був по доби,"Tom is surprised and loyal to them, but he was not at all up to the day.",0.8333333333333334,0.3230769230769231,0.7142857142857143,0.09523809523809523
30,samples_with_noise_snr5/common_voice_uk_32327955_square.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,square,вода дивується і неймовірний вона але ми зовсім він не боподоби,water is amazing and incredible it is but we are not divine at all,0.5833333333333334,0.26153846153846155,0.5833333333333334,0.1893939393939394
31,samples_with_noise_snr5/common_voice_uk_32327955_station.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,station,бойко дивують сей ми вінком але не зовсім він не по по доби,"We are surprised by this wreath, but it is not quite on the day.",0.75,0.35384615384615387,0.6923076923076923,0.10256410256410256
32,samples_with_noise_snr5/common_voice_uk_32327955_traffic.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,traffic,бойко дивуюся й немовірни воно а омазовсім вінниповадоб,I'm amazed and incredible it's an omazovom vinnipadob,1.0,0.3384615384615385,1.0,0.0
33,samples_with_noise_snr5/common_voice_uk_32327955_washing.wav,бойка дивує цей неймовірний тон але йому зовсім він не до вподоби,washing,бойко дивується й ними вірний тон але мо зовсім він не був по доби,"I'm surprised and they have the right tone, but he wasn't there at all.",0.75,0.27692307692307694,0.6428571428571429,0.1488095238095238
34,samples_with_noise_snr5/common_voice_uk_29194547_bus.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,bus,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
35,samples_with_noise_snr5/common_voice_uk_29194547_cafeteria.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,cafeteria,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
36,samples_with_noise_snr5/common_voice_uk_29194547_car.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,car,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
37,samples_with_noise_snr5/common_voice_uk_29194547_field.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,field,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
38,samples_with_noise_snr5/common_voice_uk_29194547_hallway.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,hallway,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
39,samples_with_noise_snr5/common_voice_uk_29194547_kitchen.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,kitchen,камрад покірно ліс і поклавши голову на лапи зітхнув,marrad meekly forest and putting his head on his paws sighed,0.1111111111111111,0.019230769230769232,0.1111111111111111,0.7901234567901234
40,samples_with_noise_snr5/common_voice_uk_29194547_living.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,living,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
41,samples_with_noise_snr5/common_voice_uk_29194547_meeting.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,meeting,камрад покірно ліг і поклавши голову на лапи зітхнув не полем з на,marrad meekly lay down and putting his head on his paws sighed not with a field of,0.4444444444444444,0.2692307692307692,0.3076923076923077,0.6923076923076923
42,samples_with_noise_snr5/common_voice_uk_29194547_metro.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,metro,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
43,samples_with_noise_snr5/common_voice_uk_29194547_office.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,office,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
44,samples_with_noise_snr5/common_voice_uk_29194547_park.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,park,камраз покірно ліг і поклавши голову на лапи зітхнув але дивом,kamaz meekly lay down and putting his head on his paws sighed but miraculously,0.3333333333333333,0.21153846153846154,0.2727272727272727,0.6464646464646464
45,samples_with_noise_snr5/common_voice_uk_29194547_resto.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,resto,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
46,samples_with_noise_snr5/common_voice_uk_29194547_river.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,river,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
47,samples_with_noise_snr5/common_voice_uk_29194547_square.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,square,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
48,samples_with_noise_snr5/common_voice_uk_29194547_station.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,station,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
49,samples_with_noise_snr5/common_voice_uk_29194547_traffic.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,traffic,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
50,samples_with_noise_snr5/common_voice_uk_29194547_washing.wav,камрад покірно ліг і поклавши голову на лапи зітхнув,washing,камрад покірно ліг і поклавши голову на лапи зітхнув,marrad meekly lay down and put his head on his paws sighed,0.0,0.0,0.0,1.0
51,samples_with_noise_snr5/common_voice_uk_25651279_bus.wav,відтоді я встиг об'їхати увесь світ,bus,відтоді я встиг об'їхати увесь світ,"Since then, I’ve traveled all over the world.",0.0,0.0,0.0,1.0
52,samples_with_noise_snr5/common_voice_uk_25651279_cafeteria.wav,відтоді я встиг об'їхати увесь світ,cafeteria,відтоді на сісти біг без світ а,"Since then, I’ve been running without a world.",0.8333333333333334,0.5142857142857142,0.7142857142857143,0.09523809523809523
53,samples_with_noise_snr5/common_voice_uk_25651279_car.wav,відтоді я встиг об'їхати увесь світ,car,відтоді я стих об'їхати увесь світ,"Since then, I have gone around the world.",0.16666666666666666,0.05714285714285714,0.16666666666666666,0.6944444444444445
54,samples_with_noise_snr5/common_voice_uk_25651279_field.wav,відтоді я встиг об'їхати увесь світ,field,відтоді я стих об'їхати увесь світ,"Since then, I have gone around the world.",0.16666666666666666,0.05714285714285714,0.16666666666666666,0.6944444444444445
55,samples_with_noise_snr5/common_voice_uk_25651279_hallway.wav,відтоді я встиг об'їхати увесь світ,hallway,відтоді товстих об'їхати увесь світ,"Since then, fat to go around the world",0.3333333333333333,0.08571428571428572,0.3333333333333333,0.5333333333333333
56,samples_with_noise_snr5/common_voice_uk_25651279_kitchen.wav,відтоді я встиг об'їхати увесь світ,kitchen,відтоді а стих об'їхати увесь світ,"Since then, a poem to go around the world",0.3333333333333333,0.08571428571428572,0.3333333333333333,0.4444444444444444
57,samples_with_noise_snr5/common_voice_uk_25651279_living.wav,відтоді я встиг об'їхати увесь світ,living,відтоді я встиг обігу бас,"Since then, I've had a run of bass.",0.5,0.42857142857142855,0.5,0.3
58,samples_with_noise_snr5/common_voice_uk_25651279_meeting.wav,відтоді я встиг об'їхати увесь світ,meeting,а то там і тут товстих біг та висловів нивенізналмі казав а авонтофі,or there and here thick running and expressions niveniznalmi said avontofi,2.1666666666666665,1.457142857142857,1.0,0.0
59,samples_with_noise_snr5/common_voice_uk_25651279_metro.wav,відтоді я встиг об'їхати увесь світ,metro,відтоді я встиг об'їхати увесь світ,"Since then, I’ve traveled all over the world.",0.0,0.0,0.0,1.0
60,samples_with_noise_snr5/common_voice_uk_25651279_office.wav,відтоді я встиг об'їхати увесь світ,office,відтоді я стих об'їхати увесь світ,"Since then, I have gone around the world.",0.16666666666666666,0.05714285714285714,0.16666666666666666,0.6944444444444445
61,samples_with_noise_snr5/common_voice_uk_25651279_park.wav,відтоді я встиг об'їхати увесь світ,park,відтоді простих ліг і висів а лідером виділа,"Since then, simple leagues and hung and the leader saw",1.1666666666666667,0.7714285714285715,0.875,0.020833333333333332
62,samples_with_noise_snr5/common_voice_uk_25651279_resto.wav,відтоді я встиг об'їхати увесь світ,resto,відтоді усіх вас,Since then all of you,0.8333333333333334,0.6285714285714286,0.8333333333333334,0.05555555555555555
63,samples_with_noise_snr5/common_voice_uk_25651279_river.wav,відтоді я встиг об'їхати увесь світ,river,відтоді я встиг об'їхати увесь світ,"Since then, I’ve traveled all over the world.",0.0,0.0,0.0,1.0
64,samples_with_noise_snr5/common_voice_uk_25651279_square.wav,відтоді я встиг об'їхати увесь світ,square,відтоді я встиг об'їхати увесь світ,"Since then, I’ve traveled all over the world.",0.0,0.0,0.0,1.0
65,samples_with_noise_snr5/common_voice_uk_25651279_station.wav,відтоді я встиг об'їхати увесь світ,station,відтоді я встиг об'їхати увесь світ,"Since then, I’ve traveled all over the world.",0.0,0.0,0.0,1.0
66,samples_with_noise_snr5/common_voice_uk_25651279_traffic.wav,відтоді я встиг об'їхати увесь світ,traffic,відтоді я стих об'їхати увесь світ,"Since then, I have gone around the world.",0.16666666666666666,0.05714285714285714,0.16666666666666666,0.6944444444444445
67,samples_with_noise_snr5/common_voice_uk_25651279_washing.wav,відтоді я встиг об'їхати увесь світ,washing,відтоді я стих об'їхати увесь світ,"Since then, I have gone around the world.",0.16666666666666666,0.05714285714285714,0.16666666666666666,0.6944444444444445
68,samples_with_noise_snr5/common_voice_uk_28716623_bus.wav,червоноармійці вхопили мої руки і скрутили назад,bus,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
69,samples_with_noise_snr5/common_voice_uk_28716623_cafeteria.wav,червоноармійці вхопили мої руки і скрутили назад,cafeteria,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
70,samples_with_noise_snr5/common_voice_uk_28716623_car.wav,червоноармійці вхопили мої руки і скрутили назад,car,червоноармійці вхопили мої руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.0,0.0,0.0,1.0
71,samples_with_noise_snr5/common_voice_uk_28716623_field.wav,червоноармійці вхопили мої руки і скрутили назад,field,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
72,samples_with_noise_snr5/common_voice_uk_28716623_hallway.wav,червоноармійці вхопили мої руки і скрутили назад,hallway,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
73,samples_with_noise_snr5/common_voice_uk_28716623_kitchen.wav,червоноармійці вхопили мої руки і скрутили назад,kitchen,червоноармійці вхопили мені руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.0625,0.14285714285714285,0.7346938775510203
74,samples_with_noise_snr5/common_voice_uk_28716623_living.wav,червоноармійці вхопили мої руки і скрутили назад,living,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
75,samples_with_noise_snr5/common_voice_uk_28716623_meeting.wav,червоноармійці вхопили мої руки і скрутили назад,meeting,червоноармійці вхопили мої руки і скрутили назад і провідників,The Red Army grabbed my hands and twisted back and guides,0.2857142857142857,0.2916666666666667,0.2222222222222222,0.7777777777777778
76,samples_with_noise_snr5/common_voice_uk_28716623_metro.wav,червоноармійці вхопили мої руки і скрутили назад,metro,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
77,samples_with_noise_snr5/common_voice_uk_28716623_office.wav,червоноармійці вхопили мої руки і скрутили назад,office,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
78,samples_with_noise_snr5/common_voice_uk_28716623_park.wav,червоноармійці вхопили мої руки і скрутили назад,park,червоноармійці вхопили мої руки і скрутили назад ліди,The Red Army grabbed my hands and twisted back the leads,0.14285714285714285,0.10416666666666667,0.125,0.875
79,samples_with_noise_snr5/common_voice_uk_28716623_resto.wav,червоноармійці вхопили мої руки і скрутили назад,resto,червоноармійці вхопилимуу руку і скрутили назад,Red Army soldiers grab their hand and twist back,0.42857142857142855,0.08333333333333333,0.42857142857142855,0.38095238095238093
80,samples_with_noise_snr5/common_voice_uk_28716623_river.wav,червоноармійці вхопили мої руки і скрутили назад,river,червоноармійці вхопили мої руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.0,0.0,0.0,1.0
81,samples_with_noise_snr5/common_voice_uk_28716623_square.wav,червоноармійці вхопили мої руки і скрутили назад,square,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
82,samples_with_noise_snr5/common_voice_uk_28716623_station.wav,червоноармійці вхопили мої руки і скрутили назад,station,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
83,samples_with_noise_snr5/common_voice_uk_28716623_traffic.wav,червоноармійці вхопили мої руки і скрутили назад,traffic,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
84,samples_with_noise_snr5/common_voice_uk_28716623_washing.wav,червоноармійці вхопили мої руки і скрутили назад,washing,червоноармійці вхопили мою руки і скрутили назад,The Red Army grabbed my hands and twisted me back.,0.14285714285714285,0.020833333333333332,0.14285714285714285,0.7346938775510203
85,samples_with_noise_snr5/common_voice_uk_26940711_bus.wav,і тут наперед приготуйтеся,bus,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
86,samples_with_noise_snr5/common_voice_uk_26940711_cafeteria.wav,і тут наперед приготуйтеся,cafeteria,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
87,samples_with_noise_snr5/common_voice_uk_26940711_car.wav,і тут наперед приготуйтеся,car,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
88,samples_with_noise_snr5/common_voice_uk_26940711_field.wav,і тут наперед приготуйтеся,field,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
89,samples_with_noise_snr5/common_voice_uk_26940711_hallway.wav,і тут наперед приготуйтеся,hallway,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
90,samples_with_noise_snr5/common_voice_uk_26940711_kitchen.wav,і тут наперед приготуйтеся,kitchen,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
91,samples_with_noise_snr5/common_voice_uk_26940711_living.wav,і тут наперед приготуйтеся,living,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
92,samples_with_noise_snr5/common_voice_uk_26940711_meeting.wav,і тут наперед приготуйтеся,meeting,і тут наперед приготуйтеся у де сли,and here in advance get ready for where you are,0.75,0.34615384615384615,0.42857142857142855,0.5714285714285714
93,samples_with_noise_snr5/common_voice_uk_26940711_metro.wav,і тут наперед приготуйтеся,metro,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
94,samples_with_noise_snr5/common_voice_uk_26940711_office.wav,і тут наперед приготуйтеся,office,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
95,samples_with_noise_snr5/common_voice_uk_26940711_park.wav,і тут наперед приготуйтеся,park,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
96,samples_with_noise_snr5/common_voice_uk_26940711_resto.wav,і тут наперед приготуйтеся,resto,і тут на перерегууйтеся,and here on re-register,0.5,0.2692307692307692,0.5,0.25
97,samples_with_noise_snr5/common_voice_uk_26940711_river.wav,і тут наперед приготуйтеся,river,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
98,samples_with_noise_snr5/common_voice_uk_26940711_square.wav,і тут наперед приготуйтеся,square,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
99,samples_with_noise_snr5/common_voice_uk_26940711_station.wav,і тут наперед приготуйтеся,station,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
100,samples_with_noise_snr5/common_voice_uk_26940711_traffic.wav,і тут наперед приготуйтеся,traffic,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
101,samples_with_noise_snr5/common_voice_uk_26940711_washing.wav,і тут наперед приготуйтеся,washing,і тут наперед приготуйтеся,Get ready in advance.,0.0,0.0,0.0,1.0
102,samples_with_noise_snr5/common_voice_uk_33459867_bus.wav,навіщо воно мені здалося,bus,навіщо вона може здалося,Why she might seem,0.5,0.16666666666666666,0.5,0.25
103,samples_with_noise_snr5/common_voice_uk_33459867_cafeteria.wav,навіщо воно мені здалося,cafeteria,навіщо вона мені з до зося,Why is she with me to the zosya,1.0,0.20833333333333334,0.6666666666666666,0.16666666666666666
104,samples_with_noise_snr5/common_voice_uk_33459867_car.wav,навіщо воно мені здалося,car,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
105,samples_with_noise_snr5/common_voice_uk_33459867_field.wav,навіщо воно мені здалося,field,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
106,samples_with_noise_snr5/common_voice_uk_33459867_hallway.wav,навіщо воно мені здалося,hallway,навіщо вона мені здалися,Why did she seem to me,0.5,0.08333333333333333,0.5,0.25
107,samples_with_noise_snr5/common_voice_uk_33459867_kitchen.wav,навіщо воно мені здалося,kitchen,навіщо вона мені здалося,Why it seemed to me,0.25,0.041666666666666664,0.25,0.5625
108,samples_with_noise_snr5/common_voice_uk_33459867_living.wav,навіщо воно мені здалося,living,навіщо вона мені здалося,Why it seemed to me,0.25,0.041666666666666664,0.25,0.5625
109,samples_with_noise_snr5/common_voice_uk_33459867_meeting.wav,навіщо воно мені здалося,meeting,навіщо вона мені здалося а в до,Why did it seem to me a,1.0,0.3333333333333333,0.5714285714285714,0.3214285714285714
110,samples_with_noise_snr5/common_voice_uk_33459867_metro.wav,навіщо воно мені здалося,metro,навіщо вона мені здалося,Why it seemed to me,0.25,0.041666666666666664,0.25,0.5625
111,samples_with_noise_snr5/common_voice_uk_33459867_office.wav,навіщо воно мені здалося,office,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
112,samples_with_noise_snr5/common_voice_uk_33459867_park.wav,навіщо воно мені здалося,park,навіщо вона мені здалося,Why it seemed to me,0.25,0.041666666666666664,0.25,0.5625
113,samples_with_noise_snr5/common_voice_uk_33459867_resto.wav,навіщо воно мені здалося,resto,навіщо вона нас далося,Why she gave us,0.75,0.25,0.75,0.0625
114,samples_with_noise_snr5/common_voice_uk_33459867_river.wav,навіщо воно мені здалося,river,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
115,samples_with_noise_snr5/common_voice_uk_33459867_square.wav,навіщо воно мені здалося,square,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
116,samples_with_noise_snr5/common_voice_uk_33459867_station.wav,навіщо воно мені здалося,station,навіщо вона мені здалося,Why it seemed to me,0.25,0.041666666666666664,0.25,0.5625
117,samples_with_noise_snr5/common_voice_uk_33459867_traffic.wav,навіщо воно мені здалося,traffic,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
118,samples_with_noise_snr5/common_voice_uk_33459867_washing.wav,навіщо воно мені здалося,washing,навіщо воно мені здалося,Why it seemed to me,0.0,0.0,0.0,1.0
119,samples_with_noise_snr5/common_voice_uk_32413786_bus.wav,от за це люблю,bus,от за все люблю,for everything I love,0.25,0.14285714285714285,0.25,0.5625
120,samples_with_noise_snr5/common_voice_uk_32413786_cafeteria.wav,от за це люблю,cafeteria,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
121,samples_with_noise_snr5/common_voice_uk_32413786_car.wav,от за це люблю,car,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
122,samples_with_noise_snr5/common_voice_uk_32413786_field.wav,от за це люблю,field,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
