common_voice_uk_24035825.wav	слава богданові гатилові
common_voice_uk_24035826.wav	що ректи йому
common_voice_uk_24035840.wav	великий князь київський гатило пускає до себе на луги то людність і суне
common_voice_uk_24035841.wav	той
common_voice_uk_24035842.wav	сікур стенув плечима
common_voice_uk_24035866.wav	пощо є так не звернувши увагу на ту шпильку повторив годой
common_voice_uk_24035867.wav	сестра твоя ображено закопилила губу королева
common_voice_uk_24035884.wav	втікаєш княже недружелюбно буркнув він
common_voice_uk_24035889.wav	хлопець несвідомо взяв гривню й ніяк не міг одвести віч од діви
common_voice_uk_24035893.wav	й утретє речи
common_voice_uk_24035896.wav	що ради заперечив стоян ворожити або ж по зілля якесь приїхав
common_voice_uk_24047561.wav	городище було занедбане його часто палили степовики князь володар мусив подбати про се
common_voice_uk_24047589.wav	то хто йому вкаже брід саме через армансон ти
common_voice_uk_24047591.wav	жона заглянула в темну яму підтримувана попід руки й мовила
common_voice_uk_24047594.wav	що буде взавтра як утішусь
common_voice_uk_24047595.wav	людота засміявся
common_voice_uk_24205508.wav	вельміж кивнув
common_voice_uk_24205511.wav	і я-м тебе виділа звідкуду єси
common_voice_uk_24205513.wav	я відаю про що маєш хіть казати хрест
common_voice_uk_24205515.wav	гнали аж до берліну поганців
common_voice_uk_24205516.wav	ввіруємо
common_voice_uk_24205574.wav	та не вмре україни ні слава ні воля
common_voice_uk_24205582.wav	учора зла рука татя пустила по мені стрілу
common_voice_uk_24205583.wav	церковні владики поставилися з розумінням до бандитської нужди московського князя
common_voice_uk_24205586.wav	це звичайний міф катерининської комісії яка придумувала історію переважно росії
common_voice_uk_24205587.wav	але це не головне
common_voice_uk_24205589.wav	старий конюший кивнув
common_voice_uk_24205591.wav	що
common_voice_uk_24205605.wav	лучче проміняти шаблю на веретено аніж напасти вдвох на одного
common_voice_uk_24205608.wav	олешківські піски часто називають українською сахарою
common_voice_uk_24205609.wav	є каяття да вороття немає
common_voice_uk_24205618.wav	і волосся кружечком як ви се чините що в усіх однакове
common_voice_uk_23548283.wav	не подаватиму виписки з панегірика про куликовську битву
common_voice_uk_23548284.wav	заборону накладали всі гілки влади цар сенат дума і навіть священний синод
common_voice_uk_23548313.wav	однак якщо ви говорите про чиюсь совість то про свою не варто забувати
common_voice_uk_23548314.wav	татари могли спустошити її аж до новгорода
common_voice_uk_23548341.wav	хоч які великі жертви боротьба конечна
common_voice_uk_23548347.wav	отже князі ростовсько-суздальської землі а по-стародавньому государі племен
common_voice_uk_23548385.wav	готовеньке і кішка з'їсть
common_voice_uk_23548866.wav	мудрець не придушує пристрасті а керує ними і стримує
common_voice_uk_23548883.wav	цього їхня свідомість не сприймає
common_voice_uk_23548971.wav	ні риба ні м'ясо і в раки не годиться
common_voice_uk_23549635.wav	усі землі між ними були вкриті дрімучими лісами й непрохідними болотами
common_voice_uk_23549636.wav	права і свободи людини і громадянина закріплені цією конституцією не є вичерпними
common_voice_uk_23549658.wav	це великі давні народи які мають своє самобутнє коріння свою велич свою історію
common_voice_uk_23549694.wav	його свідчення унікальні безцінні для нащадків
common_voice_uk_23549696.wav	розмір винагороди судді конституційного суду україни встановлюється законом про конституційний суд україни
common_voice_uk_23549716.wav	як корова язиком злизала
common_voice_uk_23549717.wav	миша не одну дірку має до хати
common_voice_uk_23549721.wav	мовляв це був один народ одне коріння і єдина історія
common_voice_uk_23549733.wav	пам'ятатимеш до нових віників
common_voice_uk_23549734.wav	однак через брак іншого звернімося до тих що до нас дійшли
common_voice_uk_23549737.wav	як не боятися життя
common_voice_uk_23549753.wav	тут бачимо зворотне
common_voice_uk_23549754.wav	і жоден розсудливий росіянин не обурюється з відвертої неправди
common_voice_uk_23549757.wav	брехня лилася рікою й здавалося що зрештою остаточно переможе
common_voice_uk_23549799.wav	не можна не помітити стосовно міст важливої за своїми наслідками однобічності
common_voice_uk_23549802.wav	ледве люди починають жити а вже смерть над ними різноманітні сіті наставляє
common_voice_uk_23549833.wav	усяка ненавість виходить від якоїсь любові
common_voice_uk_23549834.wav	саме настільки і розум людський перевищує доблесть
common_voice_uk_23549836.wav	на городі бузина а в києві дядько
common_voice_uk_23549845.wav	нехай росія благополучно зробить свій останній похід на південь
common_voice_uk_23549848.wav	каже кров з'єднаю каже любов пробачу каже віра веду
common_voice_uk_23549849.wav	ясна річ усій цій князівські браті рюриковичів не вистачали престолів
common_voice_uk_23553038.wav	у цьому немає необхідності
common_voice_uk_23553090.wav	проговорилися
common_voice_uk_23553094.wav	автор не дотримується історичної правди вона йому не потрібна
common_voice_uk_23553100.wav	негоже бо великоросові бути без государя
common_voice_uk_23553104.wav	не загоїть серця фальш
common_voice_uk_23553120.wav	і заслугами більше її уміцняйте
common_voice_uk_23553144.wav	не подобає вам бути тільки іменем пастирями а в річі самій хижаками
common_voice_uk_23553178.wav	одна ластівка не робить весни
common_voice_uk_23553197.wav	його слова ми цитували раніше
common_voice_uk_23553218.wav	добра жона вінець мужеві своєму і безжурність а зла жона люта печаль зубоження дому
common_voice_uk_23553245.wav	ярослав всеволодович княжив у переяславліруському рязані новгороді
common_voice_uk_23553247.wav	тоді в хід пішли брехня вимисли звичайне злодійство
common_voice_uk_23553249.wav	вискочив як пилип з конопель
common_voice_uk_23553279.wav	цей звичай використав олександр невський
common_voice_uk_23553365.wav	шановні читачі осмисліть історичні аналогії
common_voice_uk_23553366.wav	без них сюди довго б іще не проникли й підприємливі миряни
common_voice_uk_23553369.wav	від сходу сонячного до темного вечора різалися на вулицях з остервенінням надзвичайним
common_voice_uk_23553445.wav	ось пане солженіцин над чим нині повинна голову ламати російська людина
common_voice_uk_23553448.wav	послухаймо великого майстра цієї справи
common_voice_uk_23553481.wav	прощаю всіх хто заподіяв мені злоне хочу носити в душі зла
common_voice_uk_23553484.wav	колесов є арбітром постійної палати третейського суду в гаазі куди лужков збирається скаржитися
common_voice_uk_23553505.wav	тощо
common_voice_uk_23553506.wav	себто кількістю грошей які давав його князівський престол
common_voice_uk_23553507.wav	усі сумніви щодо доведеності вини особи тлумачаться на її користь
common_voice_uk_23553538.wav	ключевського де він сам себе спростовує
common_voice_uk_23555400.wav	так одразу всі люди того фінського поселення стали християнами і великоросами
common_voice_uk_23555418.wav	дай дурневі макогона то він і вікна поб'є
common_voice_uk_23555419.wav	не раз хто забувається про завтра той має вічність
common_voice_uk_23555423.wav	прохання до патріарха були підкріплені значними дарами
common_voice_uk_23555426.wav	кожен має право на освіту
common_voice_uk_23555428.wav	свідченням нікчемних людей не слід надавати жодної ваги
common_voice_uk_23555430.wav	хани і рюриковичі були для корінного населення землі моксель а згодом московії зайдами
common_voice_uk_23555431.wav	автор цією пропозицією збирався закінчити дослідження завоювання казані московським князем іваном грозним
common_voice_uk_23555433.wav	російські історики протягом тривалого часу мінімізовували доважок брехні про кількісний склад військ батия
common_voice_uk_23555435.wav	випадкова причина не є правдивою причиною
common_voice_uk_23555437.wav	не заквітне троянда без терня рвачкого
common_voice_uk_23555439.wav	а ось найбільш анекдотичний випадок із російської історії
common_voice_uk_23555440.wav	російські історики встановили що він був отруєний монголо-татарами
common_voice_uk_23555445.wav	законопроекти визначені президентом україни як невідкладні розглядаються верховною радою україни позачергово
common_voice_uk_23555455.wav	не допускаються зловживання монопольним становищем на ринку неправомірне обмеження конкуренції та недобросовісна конкуренція
common_voice_uk_23555458.wav	коли бути бажаєм собою коли серце позор відчува
common_voice_uk_23568546.wav	зверхник повинен через свої повчання і поради увесь бути в кожному з йому довірених
common_voice_uk_23568548.wav	тому повернімося до олександра
common_voice_uk_23568557.wav	була здобута з допомогою військ сартака
common_voice_uk_23568575.wav	прогалені в знанні історії вам олександре ісайовичу не завадило б заповнити
common_voice_uk_23568584.wav	а він знав що олександр невський ставши андою сартака поріднився з родом батия
common_voice_uk_23664180.wav	стережися мести тільки й сказав отаман богданові й нахилив корогву вперед потягнімо брати
common_voice_uk_23664189.wav	на тій половині показав рукою в бік сіней кравчий
common_voice_uk_23664190.wav	бане тремким від хвилювання та втоми голосом сказав він старому завертай валку
common_voice_uk_23664194.wav	і незабаром письменники великоросійської історії проспівають цьому московському государеві оду хвалебну
common_voice_uk_23664197.wav	йому нічого не варто було будь-які вигадані слова приписати майбутньому святому
common_voice_uk_23664203.wav	в греки глухим голосом проказав богдан і досі сторожко стежачи за кожним порухом годечана
common_voice_uk_23664205.wav	прийшлий знову зам'явсь і скосував на вишату вбраного ще грецьке корзно
common_voice_uk_23664215.wav	береже для столу
common_voice_uk_23664216.wav	княгиня рада блимнула на нього й стенула плечима
common_voice_uk_23664228.wav	конюший махнув рукою в бік нежині
common_voice_uk_23664251.wav	пограбувавши їх вирізавши десятки тисяч місцевих жителів московити пішли геть
common_voice_uk_23664269.wav	московська владна еліта під словами слабке царювання завжди мала на увазі московське його трактування
common_voice_uk_23664282.wav	хлопці похапалися за мечі але не спинились
common_voice_uk_23664285.wav	боронися клич своїх косацьких кумирів на підмогу
common_voice_uk_23664313.wav	не відаю княже
common_voice_uk_23664324.wav	ой травиченько та моріжечку ти гляди не вколи мені й ніжечку
common_voice_uk_23664341.wav	будь гостею в нашому вогнищі княжно
common_voice_uk_23664342.wav	нарочитий морятин
common_voice_uk_23664343.wav	мати
common_voice_uk_23664372.wav	а подібні діяння суворо засуджуються і богом і церквою
common_voice_uk_23664374.wav	за карамзіним і з ярмом на шиї можна бути государем очевидно володарем ханського двору
common_voice_uk_23664411.wav	мамо
common_voice_uk_23664451.wav	на спині хрест навхрест червоніло кілька кривавих запечених посмуг
common_voice_uk_23664500.wav	а хто такий був мамай він проводир одного з військових протиборчих угруповань в орді
common_voice_uk_23664551.wav	карамзіна але значно далі в тексті заховане серед інших сказань
common_voice_uk_23664552.wav	нам ще доведеться до нього повернутися є дуже вагома на те причина
common_voice_uk_23664561.wav	роб єси княгині ради
common_voice_uk_23664563.wav	йому відповідати перед солдатамигероями
common_voice_uk_23664564.wav	місяця того самого в третій день
common_voice_uk_23664581.wav	тоді комонники переставши бити в червлені щити голосно закричали
common_voice_uk_23664613.wav	викладач не вважав за потрібне вивчити українську хоча все життя прожив на українській землі
common_voice_uk_23664644.wav	так слухай є така пісня
common_voice_uk_23664647.wav	російський народ має право й повинен знати свою сувору історичну правду
common_voice_uk_23664648.wav	богдан смикнув повіддя се назвисько вразило його
common_voice_uk_23664661.wav	за законами сини олександра також важалися онуками хана бату як і сам менгу-тимур
common_voice_uk_23664662.wav	це далеко не бездоказові твердження
common_voice_uk_23664675.wav	нарочитий зам'явся
common_voice_uk_23664731.wav	митрополит варлаам став першою жертвою нових стосунків
common_voice_uk_23664732.wav	іспанський народ ніколи не намагався обґрунтувати історичну належність йому ацтекської культури
common_voice_uk_23664733.wav	та втну собі дубову тесочку
common_voice_uk_23664755.wav	карамзіна фактів осуду російською церквою розбійних захоплень чужих земель і чужого майна
common_voice_uk_23664756.wav	тивун сього разу не збагнув що від нього вимагають і перепитав
common_voice_uk_23664757.wav	отже причина одна придбання багатства земель чергове поневолення народу
common_voice_uk_23664782.wav	тож романови московські не мали навіть фальшивого історичного права успадковувати титул царя спадкоємця візантійського
common_voice_uk_23664790.wav	хоча брехня й вигадки стрижнива основа історичного писання російської історії
common_voice_uk_23664791.wav	гречники не можуть ходити в ольбію по сіль
common_voice_uk_23664792.wav	єпископи володимирський симеон і сарський ісмаїл ставши посередині гучного сонму не дозволили братам битися
common_voice_uk_23664795.wav	придбав я в іркутську книжку для читання школярам молодших класів олександр невський
common_voice_uk_23664818.wav	гей ви чого сте повилуплювали очі нум же
common_voice_uk_23664824.wav	чо-чого речу перелякано заволав малко й у нестямі хльоснув княжича впоперек спини гарапником
common_voice_uk_23664835.wav	лише про завоювання пам'ятаєте
common_voice_uk_23664836.wav	крім звичайного доважку брехні нічого виявити неможливо
common_voice_uk_23664837.wav	коли
common_voice_uk_23664854.wav	косак не співав а наспівки проказував пісню якої хлоп'якам не доводилося чути
common_voice_uk_23664856.wav	великого князя данка греки отруїли
common_voice_uk_23664858.wav	хто йде
common_voice_uk_23776387.wav	хто йде
common_voice_uk_23776389.wav	те що-с чув
common_voice_uk_23776391.wav	сього не візьму твердо сказав годой
common_voice_uk_23776394.wav	піди до ждана
common_voice_uk_23776395.wav	пощо махаєш
common_voice_uk_23776396.wav	речу тобі спитай діда дідо відає
common_voice_uk_23776397.wav	войслав гордовито відповів
common_voice_uk_23776398.wav	буде те саме рогволоде
common_voice_uk_23776400.wav	сизий сокіл кличе
common_voice_uk_23776408.wav	недобре стали знаки великий княже але можна до трьох разів
common_voice_uk_23776410.wav	дайте за неї виру
common_voice_uk_23776414.wav	в годоя теж гуло в голові та він терпляче доводив богданові
common_voice_uk_23776417.wav	то пощо ж не біжиш спитав пріск
common_voice_uk_23776418.wav	котрий здивувався болярин
common_voice_uk_23776424.wav	богдан важко сів на коня
common_voice_uk_23776425.wav	а що коли дідо сміл відає про
common_voice_uk_23776426.wav	ви йдіть вуйку я ще мало посидю тут-о вхилився людота
common_voice_uk_23776427.wav	ліпо є що не кура й сього разу
common_voice_uk_23776428.wav	так невпевнено відповів годой ще не розуміючи богдана до кінця
common_voice_uk_23776429.wav	то є добрий знак ожвавився князь кумири блюдять нас і держать по нас руку
common_voice_uk_23776431.wav	а скілько ж дві
common_voice_uk_23776432.wav	гліб між гліб тутушній годований
common_voice_uk_23776433.wav	з лугу йду переставилася моя жона царство їй небесне то надумався єсмь
common_voice_uk_23776435.wav	богдан лише тепер засміявсь весело й щиро й звернувся до папи римського
common_voice_uk_23776436.wav	ввечері дідо казав
common_voice_uk_23776438.wav	їдуть сказав і сторожець оно поначищали бороню свою
common_voice_uk_23776439.wav	доки-м на столі паси свої свині в своєму городі
common_voice_uk_23776442.wav	се що є спитав консул киваючи довгою бородою на коштовності пріск пояснив
common_voice_uk_23776443.wav	пощо сидиш брате нервово засміявся гернот ждеш поки все твоє крульство реготати почне
common_voice_uk_23776444.wav	богдан здавленим горлом наказав
common_voice_uk_23776445.wav	сей перстень дав тобі гість мій і в сьому персні є отрова тако речу
common_voice_uk_23776446.wav	так то ж данко
common_voice_uk_23776447.wav	княгиня розповіла йому про смерть сікурда й сказала
common_voice_uk_23776449.wav	як же-с умикнув її спитав богдан
common_voice_uk_23776450.wav	тебе ради роздяг єсмь
common_voice_uk_23776451.wav	вишата широко усміхнувся й уперше мабуть за сі півтора тижня промовив слово
common_voice_uk_23776452.wav	адаміса нема вдома сказав він витримуючи пильний погляд максиміна
common_voice_uk_23776453.wav	не єси
common_voice_uk_23776454.wav	а до максиміна звернувся сам грецькою мовою
common_voice_uk_23776456.wav	варвари були завше варварами хоч і малі
common_voice_uk_23776457.wav	добре княже
common_voice_uk_23776459.wav	гримільда примружилася на брата
common_voice_uk_23776461.wav	в луги годоєві в гості
common_voice_uk_23776468.wav	держ коні сказав своєму супутникові рогволод і той буркнув
common_voice_uk_23776470.wav	й кривну мсту перепитав богдан і годой не відчув у тому ніякої пастки
common_voice_uk_23776471.wav	біжи речи хай прийде до мене
common_voice_uk_23776472.wav	пощо речеш так гатиле з болем озвався борислав що зводиш на мене
common_voice_uk_23776474.wav	видаєте її діду похолов людота ступивши крок до призьби й дідо відповів
common_voice_uk_23776476.wav	а чи відаєш пощо сові того мені твій харя
common_voice_uk_23776477.wav	хто то є
common_voice_uk_23776479.wav	юста заворушилася й він докинув
common_voice_uk_23776483.wav	то неуможне відповів київський володар і раптом зневажливо реготнув гидка мені віра ваша
common_voice_uk_23776484.wav	уже-м кидав
common_voice_uk_23776485.wav	там показав рукою ковальчук і витяг за пазухи підкову знайшов єсмь коло нава
common_voice_uk_23776486.wav	я єсмь випнувся гано коли горват переклав йому ті слова відчиняй
common_voice_uk_23776487.wav	поляни руси чи
common_voice_uk_23776489.wav	шумило вправив оселедець за вухо й пригладив білі вуса
common_voice_uk_23776490.wav	у руках твоїх
common_voice_uk_23776491.wav	та я шаную права сольства
common_voice_uk_23559518.wav	не належить хвалити чужу віру
common_voice_uk_23559519.wav	як хотіли так і вертіли
common_voice_uk_23559522.wav	тож московський государ терміново прислухався до поради полководця де
common_voice_uk_23559524.wav	але що дивно не поїхав туди правити
common_voice_uk_23559542.wav	чітко усвідомив який жорстокий механізм зросійщення запустила московська імперія
common_voice_uk_23559543.wav	стук-грюк аби з рук
common_voice_uk_23559544.wav	яка гіркота великороса проступає в цих словах
common_voice_uk_23559546.wav	бо саме в той історичний період і відбувся критичний перелом
common_voice_uk_23559547.wav	увійшовши до складу великого русько-литовського князівства український народ дістав перепочинок
common_voice_uk_23734536.wav	гатило нарешті проказав
common_voice_uk_23734539.wav	місяця того ж таки
common_voice_uk_23734540.wav	речи в вічеві княже
common_voice_uk_23734541.wav	може мені вклонитися тихо проказала вона
common_voice_uk_23734542.wav	смерд заперечно покрутив головою
common_voice_uk_23734544.wav	а богдан гатило чули смо
common_voice_uk_23734545.wav	готи західні княже
common_voice_uk_23734551.wav	то як так
common_voice_uk_23734552.wav	як то не йде
common_voice_uk_23734553.wav	стрілу щиро здивувався рогволод
common_voice_uk_23734557.wav	місяця листопада в останній день
common_voice_uk_23734558.wav	тебе
common_voice_uk_23734560.wav	смерд гордовито відповів хлопець
common_voice_uk_23734561.wav	котра жона чи діва має хіть придружити померлого князя нехай рече
common_voice_uk_23734563.wav	богдан суворо глянув на нього й не відповів а теж поспитав
common_voice_uk_23734564.wav	то не поворожиш
common_voice_uk_23734565.wav	яка ж діва тепер на нього погляне
common_voice_uk_23734566.wav	пощо зробила-с таке
common_voice_uk_23734569.wav	хто єсте
common_voice_uk_23734571.wav	ковач єсмь одповів людота
common_voice_uk_23734572.wav	богдан тріумфував
common_voice_uk_23734573.wav	радмилою а ти скільки жін маєш
common_voice_uk_23734575.wav	я звелю повісити тебе якщо не повідаєш мені правди тихо сказав гатило
common_voice_uk_23734577.wav	він витяг меч і схрестив його з мечем тодоріковим який змушений був боронитися
common_voice_uk_23734578.wav	єсмь великий князь і на мечі клялися мій брат і мій отець велімир
common_voice_uk_23734579.wav	де вони спокійно мов те його мало обходило спитав гатило
common_voice_uk_23734581.wav	ти ж сестра єси годоєві
common_voice_uk_23734583.wav	вельми
common_voice_uk_23734584.wav	відаєш одповіла гримільда відаєш та мовчиш
common_voice_uk_23734585.wav	нарочиті від витичева вже не спали
common_voice_uk_23734586.wav	рогволод
common_voice_uk_23734588.wav	то про кого ж речеш
common_voice_uk_23734590.wav	огнян-гагні жалібно поглянув на неї й відповів
common_voice_uk_23734591.wav	дай русинам бога й вони стануть такими самими й скажуть тобі князь від бога
common_voice_uk_23734593.wav	нічого
common_voice_uk_23734594.wav	та ні подумав єсмь тільки чи не правійші за нас греки
common_voice_uk_23734595.wav	тлумач і гатилів ябедник русич розуміюче поплескав свого юного колегу й шепнув йому
common_voice_uk_23734596.wav	нівроку відповіла княгиня
common_voice_uk_23734597.wav	прийшов єсмь довідатися пощо твій богопомазаний господар не платить мені дань
common_voice_uk_23734598.wav	п'яні вони відповів морятин
common_voice_uk_23734601.wav	що видиш там соле
common_voice_uk_23734603.wav	стариця ходив єси до неї й вона страхається тебе
common_voice_uk_23734604.wav	то й по-латині означує добре констанцій сиріч між постійний і несхибний
common_voice_uk_23734605.wav	вдар
common_voice_uk_23734607.wav	а так не хо та й годі мені у нашому городищі добре мається
common_voice_uk_23734608.wav	із ними готи теодорікові
common_voice_uk_23734610.wav	речи сказав гатило
common_voice_uk_23734611.wav	ні не рече я сам відаю
common_voice_uk_23734612.wav	зараз ні
common_voice_uk_23734614.wav	се є незаконно княже раптом зашарілася княгиня
common_voice_uk_23734615.wav	головою наклав богдан кивнув
common_voice_uk_23734621.wav	де є нехай повість
common_voice_uk_23734622.wav	гатило відвернувся і мов
common_voice_uk_23734623.wav	до аттіли
common_voice_uk_23734624.wav	пощо глупавий отче він є бог
common_voice_uk_23734626.wav	українські міста вже в ті часи жили за цивілізованими європейськими законами
common_voice_uk_23734627.wav	так переказував борислав якого богдан ганяв тоді до стольного витичева
common_voice_uk_23734630.wav	а ви потягнете по нас і зачнете рубати єхидно посміхнувся жупан сватоплук
common_voice_uk_23734641.wav	усе те міг би-с бачити щодня архонте
common_voice_uk_23734642.wav	вишата показав рукою в протилежний від городу напрямок
common_voice_uk_23734643.wav	легковиті завважив богдан а гречники оточили його з усі боків
common_voice_uk_23734644.wav	пощо-с такий укурений
common_voice_uk_23734645.wav	прискакав і велій київський болярин він реготав і шкірив до старого конюшого зуби
common_voice_uk_23734646.wav	ковальчук знову зітхнув
common_voice_uk_23734648.wav	людота зле блимнув на князя й той знову спитав його
common_voice_uk_23734649.wav	єутихій він і на коня не злізе так гузно роз'їв
common_voice_uk_23734667.wav	і зробила це після захоплення влади більшовиками
common_voice_uk_23734670.wav	у князеві все отерпло він проказав
common_voice_uk_23734676.wav	де є те яблуко котре-м дав тобі
common_voice_uk_23734677.wav	ургуй відповів той
common_voice_uk_23734679.wav	давня істина але я відаю її скільки раті сполчити може гейзо
common_voice_uk_23734680.wav	піди до нього
common_voice_uk_23734681.wav	конюший знову кивнув
common_voice_uk_23734682.wav	ясновида
common_voice_uk_23734683.wav	годой похилив голову й теж усміхнувся
common_voice_uk_23734692.wav	то гонорія твоя цісарська величносте юста-грата гонорія
common_voice_uk_23734693.wav	гатило не розпитуючи з чим послав його князь годой крикнув передужуючи клекіт бою
common_voice_uk_23734695.wav	велій болярин борислав який чув усю розмову тут-таки вигадав
common_voice_uk_23734697.wav	мене за тебе не пустять
common_voice_uk_23734706.wav	ліс те й годі
common_voice_uk_23734707.wav	огої хто се ним орудувати-йме ти
common_voice_uk_23734708.wav	пощо
common_voice_uk_23734709.wav	гано скочив додолу і підійшов але граф удруге сказав щось
common_voice_uk_23734710.wav	княгиня
common_voice_uk_23734839.wav	того ж таки вечора він прислав нарочитим тивуном у дарницю десять нових блискучих гривен
common_voice_uk_23734840.wav	боєм
common_voice_uk_23742385.wav	ану ти мовив людота подаючи важку оружину здоровезному воєві
common_voice_uk_23742386.wav	як речешся спитав його великий князь
common_voice_uk_23742388.wav	се хай від мене буде що-с мене порятував
common_voice_uk_23742389.wav	землю
common_voice_uk_23742412.wav	вже й не страхаєшся що потну тебе ззаді
common_voice_uk_23742413.wav	хто єси спитав адаміса годой грек
common_voice_uk_23742414.wav	як то не єсмь
common_voice_uk_23742713.wav	ступали двоє в поробошнях
common_voice_uk_23742714.wav	як се по-вашому
common_voice_uk_23742716.wav	годой пильно подивився на богдана не второпавши чи той жартує чи каже без посміху
common_voice_uk_23742720.wav	рогволода мов бичем по виді шмогнули
